interaction_title	interaction_id	interaction_type	feature	category_key	feature_id	status	summary	related_region	menu	shortcut
Set Currnet Content Tab to Last Used	CTM-002-set_currnet_content_tab_to_last_used	command	Set Current Content Tab	CTM	CTM-002	준비 완료	최근 Content Tab 전환 순서 기준 마지막으로 전환한 Content Tab으로 전환	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	⌃⇥
Switch Content Tab via Used Content Tabs Switcher	CTM-004-switch_content_tab_via_used_content_tabs_switcher	command	Switch Content Tab with Used Content Tabs Switcher	CTM	CTM-004	준비 완료	Used Content Tabs Switcher 상 선택한 Content Tab으로 전환	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	-
Move to Next Tab in Used Content Tabs Switcher	CTM-004-move_to_next_tab_in_used_content_tabs_switcher	command	Switch Content Tab with Used Content Tabs Switcher	CTM	CTM-004	준비 완료	Used Content Tabs Switcher에서 전환할 Content Tab 선택 포커스를 다음으로 이동	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	⌃⇥
Move to Previous in Used Content Tabs Switcher	CTM-004-move_to_previous_in_used_content_tabs_switcher	command	Switch Content Tab with Used Content Tabs Switcher	CTM	CTM-004	준비 완료	Used Content Tabs Switcher에서 전환할 Content Tab 선택 포커스를 이전으로 이동	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	⌃⇧⇥
Pin Content Tab(s)	CTM-003-pin_content_tab_s	command	Manage Pinned Content Tabs	CTM	CTM-003	준비 완료	선택한 Content Tab(들)을 Pin 상태로 전환하여 세션 종료 후에도 유지	file_manager_window.sidebar.sidebar_body.content_tabs_area	entry_context_menu_root	⌘P
Unpin Content Tab(s)	CTM-003-unpin_content_tab_s	command	Manage Pinned Content Tabs	CTM	CTM-003	준비 완료	선택한 Pin 상태의 Content Tab(들)을 일반 Content Tab으로 되돌림	file_manager_window.sidebar.sidebar_body.content_tabs_area	entry_context_menu_root	⌘P
Go to Anchored Path of Pinned Tab	CTM-003-go_to_anchored_path_of_pinned_tab	command	Manage Pinned Content Tabs	CTM	CTM-003	준비 완료	해당 Content Tab이 Pin되었을 당시 경로로 Page를 전환	file_manager_window.sidebar	-	-
Rename Content Tab	CTM-003-rename_content_tab	input	Manage Pinned Content Tabs	CTM	CTM-003	아이디어	해당 Content Tab의 이름을 수정	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	-
Change Content Tab Icon	CTM-003-change_content_tab_icon	input	Manage Pinned Content Tabs	CTM	CTM-003	아이디어	해당 Content Tab의 아이콘을 변경		-	-
Open Settings Window	SET-001-open_settings_window	command	Control Settings Window	SET	SET-001	배포 완료	현재 사용 중인 데스크탑에서 Settings Window 창을 열음	settings_window	voyager_menu	⌘,
Close Settings Window	SET-001-close_settings_window	command	Control Settings Window	SET	SET-001	배포 완료	현재 보고 있는 Setting Window를 닫음	settings_window	-	⌘W
Swtich Setting Tabs	SET-001-swtich_setting_tabs	command	Control Settings Window	SET	SET-001	배포 완료	<<AI>> 세팅 탭 전환	settings_window.toolbar.tabs_area	-	-
Toggle Launch at Startup	SET-002-toggle_launch_at_startup	input	Configure General Settings	SET	SET-002	배포 완료	<<AI>> 앱을 OS 로그인 시 자동 실행하도록 켜거나 끕니다.	settings_window.settings_body.tab_general	-	-
Toggle Automatic Update & Install	SET-002-toggle_automatic_update_install	input	Configure General Settings	SET	SET-002	배포 완료	<<AI>> 자동 업데이트 확인/설치 기능을 켜거나 끕니다.	settings_window.settings_body.tab_general	-	-
Show Currnet Version Info	SET-002-show_currnet_version_info	display	Configure General Settings	SET	SET-002	배포 완료	<<AI>> General 탭 상단에 현재 앱 버전(예: v1.0.0)과 마지막 업데이트 날짜를 읽기 전용 라벨로 표시합니다.	settings_window.settings_body.tab_general	-	-
Check for Updates	SET-002-check_for_updates	command	Configure General Settings	SET	SET-002	배포 완료	<<AI>> “업데이트 확인” 버튼을 눌러 최신 버전 메타데이터를 조회하고, 결과에 따라 상태 배지(최신/업데이트 가능/실패)와 마지막 확인 시간을 표시합니다.	settings_window.settings_body.tab_general	voyager_menu	-
Toggle Alert Before App Quit	SET-002-toggle_alert_before_app_quit	input	Configure General Settings	SET	SET-002	배포 완료	<<AI>> 앱 종료 시 확인 대화를 표시할지 여부를 토글합니다.	settings_window.settings_body.tab_general	-	-
Confiure Initial Page	SET-002-confiure_initial_page	input	Configure General Settings	SET	SET-002	배포 완료	<<AI>> 앱 실행 시 처음 열리는 기본 페이지(홈, 디렉토리, 콜렉션 등)를 지정하여, 사용자가 가장 많이 사용하는 작업 맥락에서 바로 시작할 수 있게 설정한다.	settings_window.settings_body.tab_general	-	-
Set Voyager as Default File Manager	SET-002-set_voyager_as_default_file_manager	input	Configure General Settings	SET	SET-002	준비 완료	<<AI>> 파일 열기·탐색·폴더 실행 등 시스템 전역의 기본 파일 관리자 동작을 Finder 대신 Voyager로 처리하도록 설정한다.	settings_window.settings_body.tab_general	-	-
Request Full Disk Access Permission	SET-002-request_full_disk_access_permission	command	Configure General Settings	SET	SET-002	준비 완료	<<AI>> 설정(General)에서 Full Disk Access 권한의 현재 상태와 필요 사유를 안내하고, 사용자가 시스템 설정에서 권한을 부여할 수 있도록 이동 경로를 제공한다.	settings_window.settings_body.tab_general	-	-
Request Notifications Permission	SET-002-request_notifications_permission	command	Configure General Settings	SET	SET-002	아이디어	<<AI>> 설정(General)에서 Notifications 권한을 요청하고, 결과에 따라 권한 상태를 표시하며 필요 시 시스템 설정에서 변경할 수 있는 경로를 제공한다.	settings_window.settings_body.tab_general	-	-
Verify System Permission Status	SET-002-verify_system_permission_status	background	Configure General Settings	SET	SET-002	준비 완료	<<AI>> 설정(General)에서 Full Disk Access 및 Notifications 권한 상태를 재조회해 최신 상태로 갱신하고, 상태 배지/안내 문구를 업데이트한다.	settings_window.settings_body.tab_general	-	-
Verify Spotlight Indexing Status	SET-002-verify_spotlight_indexing_status	background	Configure General Settings	SET	SET-002	아이디어	<<AI>> 시스템의 Spotlight 인덱싱 활성화 여부를 확인하고, 비활성 시 검색 제한 안내 및 시스템 설정 이동 경로를 제공한다.	settings_window.settings_body.tab_general	-	-
Export User Settings Data	SET-002-export_user_settings_data	command	Configure General Settings	SET	SET-002	아이디어	<<AI>> 현재 사용자 설정(일반/외관/단축키 등)을 파일로 내보내 백업·이전할 수 있도록 함	settings_window.settings_body.tab_general	-	-
Import User Settings Data	SET-002-import_user_settings_data	command	Configure General Settings	SET	SET-002	아이디어	<<AI>> 내보낸 설정 파일을 가져와 사용자 설정을 복원한다	settings_window.settings_body.tab_general	-	-
Swtich Theme Mode	SET-003-swtich_theme_mode	input	Configure Appearance Settings	SET	SET-003	배포 완료	라이트/다크/자동 및 강조색, 폰트 사이즈 등을 편집합니다.	settings_window.settings_body.tab_appearance	-	-
Adjust Text Size	SET-003-adjust_text_size	input	Configure Appearance Settings	SET	SET-003	배포 완료	Entries View의 텍스트 크기 설정을 변경하고, 열려 있는 창의 뷰에 즉시 반영	settings_window.settings_body.tab_appearance	-	-
Adjust Icon Size	SET-003-adjust_icon_size	input	Configure Appearance Settings	SET	SET-003	배포 완료	Entries View의 아이콘 크기 설정을 변경하고, 열려 있는 창의 뷰에 즉시 반영	settings_window.settings_body.tab_appearance	-	-
Cutstomize Keyboard Shortcuts	SET-005-cutstomize_keyboard_shortcuts	input	Customize Keyboard Shortcut	SET	SET-005	기획 완료	<<AI>> 주요 명령의 단축키를 사용자 지정으로 재매핑합니다. 충돌/중복을 검출해 해결 안내.	settings_window.settings_body.tab_shortcuts	-	-
Highlight Keyboard Shortcut Conflicts	SET-005-highlight_keyboard_shortcut_conflicts	display	Customize Keyboard Shortcut	SET	SET-005	기획 완료	<<AI>> 단축키 충돌 표시	settings_window.settings_body.tab_shortcuts	-	-
Restore Default Keyboard Shortcuts	SET-005-restore_default_keyboard_shortcuts	command	Customize Keyboard Shortcut	SET	SET-005	기획 완료	<<AI>> 기본값으로 되돌리기	settings_window.settings_body.tab_shortcuts	-	-
Show AI Provider List	SET-007-show_ai_provider_list	display	Manage AI Connections	SET	SET-007	기획 완료	현재 빌드에서 지원되는 프로바이더 카탈로그를 표시하고, 각 프로바이더 항목에 연결 상태, 지원 연결 방식, 기본 동작(연결/연결 해제)을 함께 보여준다.	settings_window.settings_body.tab_ai.provider_list_area	-	-
Connect AI Provider	SET-007-connect_ai_provider	command	Manage AI Connections	SET	SET-007	기획 완료	프로바이더 카탈로그 항목에서 연결 또는 다시 연결을 시작해 해당 프로바이더의 지원 연결 방식에 맞는 연결 흐름으로 진입한다.	settings_window.settings_body.tab_ai.provider_list_area	-	-
Disconnect AI Provider	SET-007-disconnect_ai_provider	command	Manage AI Connections	SET	SET-007	기획 완료	프로바이더 카탈로그에서 해당 프로바이더 연결을 해제하고 이후 요청에서 해당 프로바이더 인증 정보가 사용되지 않도록 상태를 갱신한다.	settings_window.settings_body.tab_ai.provider_list_area	-	-
Restore AI Provider Connection Status	SET-007-restore_ai_provider_connection_status	background	Manage AI Connections	SET	SET-007	기획 완료	앱 재실행 또는 설정 진입 시 저장된 프로바이더 연결 상태를 복원·재확인해 프로바이더 카탈로그 항목의 상태와 동작을 갱신한다.	settings_window.settings_body.tab_ai.provider_list_area	-	-
Start Onboarding Session	ONB-001-start_onboarding_session	background	Run User Onboarding	ONB	ONB-001	배포 완료	앱 실행 직후 온보딩 진입 필요 여부를 판정하고, 필요 시 온보딩 세션을 생성·초기화하며 재개 정책을 적용	onboarding_window	-	-
Show Onboarding Step	ONB-001-show_onboarding_step	display	Run User Onboarding	ONB	ONB-001	배포 완료	현재 스텝의 안내, 입력 UI, 진행률을 표시	onboarding_window	-	-
Update Onboarding Step State	ONB-001-update_onboarding_step_state	background	Run User Onboarding	ONB	ONB-001	배포 완료	사용자가 스텝 내 입력을 변경하면 진행 상태에 반영하고, 상태를 저장해 재개 가능 상태를 유지	onboarding_window	-	-
Advance Onboarding Step	ONB-001-advance_onboarding_step	input	Run User Onboarding	ONB	ONB-001	배포 완료	현재 스텝의 완료 조건(FDA, Launch at Login 등)을 검증하고, 다음 스텝으로 이동	onboarding_window	-	-
Go Back Onboarding Step	ONB-001-go_back_onboarding_step	input	Run User Onboarding	ONB	ONB-001	배포 완료	이전 스텝으로 이동하고, 입력값을 복원	onboarding_window	-	-
Resume Onboarding Session	ONB-001-resume_onboarding_session	background	Run User Onboarding	ONB	ONB-001	배포 완료	미완료 온보딩이 존재할 경우 마지막 유효 스텝에서 재개	onboarding_window	-	-
Complete Onboarding Session	ONB-001-complete_onboarding_session	background	Run User Onboarding	ONB	ONB-001	배포 완료	온보딩을 완료 처리하고 파일 관리자 창을 실행	onboarding_window	-	-
Open Command Palette	CMP-001-open_command_palette	command	Invoke Commands	CMP	CMP-001	드래프트	<<AI>> 전역 단축키 또는 메뉴에서 커맨드 팔레트를 열고, 검색 입력 필드에 포커스를 이동합니다.	-	TBD	TBD
Close Command Palette	CMP-001-close_command_palette	command	Invoke Commands	CMP	CMP-001	드래프트	<<AI>> Esc 등 단축키로 커맨드 팔레트를 닫고, 팔레트 열기 전 포커스가 있던 UI로 되돌립니다.	-	TBD	TBD
Execute Selected Command	CMP-001-execute_selected_command	command	Invoke Commands	CMP	CMP-001	드래프트	<<AI>> 커맨드 팔레트에서 현재 선택된 명령을 실행하고, 해당 명령이 속한 FEATURE의 실제 인터랙션을 호출합니다.	-	TBD	TBD
Execute Last Command Again	CMP-001-execute_last_command_again	command	Invoke Commands	CMP	CMP-001	드래프트	<<AI>> 직전에 커맨드 팔레트에서 실행한 명령을 동일한 컨텍스트로 한 번 더 실행합니다.	-	TBD	TBD
Show Available Commands	CMP-002-show_available_commands	display	Browse Commands	CMP	CMP-002	드래프트	<<AI>> 수집된 명령들을 커맨드 팔레트 리스트로 표시하고, 키보드로 위·아래 탐색할 수 있게 합니다.	-	TBD	TBD
Search Commands by Query	CMP-002-search_commands_by_query	input	Browse Commands	CMP	CMP-002	드래프트	<<AI>> 사용자가 팔레트 검색 입력란에 입력한 키워드·별칭을 기준으로 명령 목록을 필터링합니다.	-	TBD	TBD
Show Contextual Command Suggestions	CMP-002-show_contextual_command_suggestions	display	Browse Commands	CMP	CMP-002	드래프트	<<AI>> 현재 페이지·선택된 엔트리·최근 사용 기록을 기반으로 컨텍스트에 적합한 명령을 추천 영역에 노출합니다.	-	TBD	TBD
Update Command Ranking by Usage	CMP-002-update_command_ranking_by_usage	background	Browse Commands	CMP	CMP-002	드래프트	<<AI>> 명령 실행 이력을 기록하고, 사용 빈도·컨텍스트 적합도에 따라 검색·추천 시 정렬 우선순위를 조정합니다.	-	TBD	TBD
<<AI>> Focus Navigation Input Field	CMP-003-focus_navigation_input_field	command	Navigate Workspace	CMP	CMP-003	드래프트	<<AI>> 커맨드 팔레트에서 네비게이션용 입력 필드에 포커스를 이동하고, 기존 텍스트를 선택하거나 커서 위치를 설정합니다.	-	TBD	TBD
<<AI>> Search Navigation Targets from Input	CMP-003-search_navigation_targets_from_input	background	Navigate Workspace	CMP	CMP-003	드래프트	<<AI>> 입력된 텍스트를 기준으로 디렉토리 경로, 콜렉션 타이틀, 채팅 타이틀 등 워크스페이스 내 네비게이션 후보를 검색합니다.	-	TBD	TBD
<<AI>> Show Navigation Results in Palette	CMP-003-show_navigation_results_in_palette	display	Navigate Workspace	CMP	CMP-003	드래프트	<<AI>> 검색된 네비게이션 후보를 타입별 그룹(디렉토리, 콜렉션, 채팅 등)으로 나누어 커맨드 팔레트 리스트에 표시합니다.	-	TBD	TBD
<<AI>> Complete Path in Navigation Input	CMP-003-complete_path_in_navigation_input	background	Navigate Workspace	CMP	CMP-003	드래프트	<<AI>> 사용자가 입력한 문자열을 기준으로 현재 위치 또는 루트에서 일치하는 디렉토리/파일 이름을 찾아 경로 자동 완성 후보를 제공합니다.	-	TBD	TBD
<<AI>> Open Directory from Path Input	CMP-003-open_directory_from_path_input	command	Navigate Workspace	CMP	CMP-003	드래프트	<<AI>> 커맨드 팔레트 입력값을 디렉토리 경로로 검증해 유효한 경우, 해당 디렉토리를 현재 탭 또는 새 탭에서 여는 네비게이션 인터랙션을 호출합니다.	-	TBD	TBD
<<AI>> Open Collection from Collection Title	CMP-003-open_collection_from_collection_title	command	Navigate Workspace	CMP	CMP-003	드래프트	<<AI>> 커맨드 팔레트에서 선택된 항목 또는 입력값을 콜렉션 타이틀로 해석해, 해당 콜렉션 페이지를 현재 탭 또는 새 탭에서 여는 네비게이션 인터랙션을 호출합니다.	-	TBD	TBD
<<AI>> Open Chat from Chat Title	CMP-003-open_chat_from_chat_title	command	Navigate Workspace	CMP	CMP-003	드래프트	<<AI>> 커맨드 팔레트에서 선택된 항목 또는 입력값을 채팅 세션 타이틀로 해석해, 해당 채팅 세션으로 이동하는 네비게이션 인터랙션을 호출합니다.	-	TBD	TBD
<<AI>> Pin Command as Favorite	CMP-004-pin_command_as_favorite	command	Configure Command Palette	CMP	CMP-004	아이디어	<<AI>> 커맨드 팔레트에서 선택한 명령을 “즐겨찾기” 섹션에 고정해 항상 상단에 노출되도록 설정합니다.	-	TBD	TBD
<<AI>> Unpin Command from Favorites	CMP-004-unpin_command_from_favorites	command	Configure Command Palette	CMP	CMP-004	아이디어	<<AI>> 즐겨찾기에 고정된 명령을 해제해 일반 명령 목록으로 되돌립니다.	-	TBD	TBD
<<AI>> Change Command Palette Shortcut	CMP-004-change_command_palette_shortcut	command	Configure Command Palette	CMP	CMP-004	아이디어	<<AI>> 커맨드 팔레트를 호출하는 전역 단축키를 사용자가 지정한 키 조합으로 변경합니다.	-	TBD	TBD
<<AI>> Toggle Palette Availability Scope	CMP-004-toggle_palette_availability_scope	command	Configure Command Palette	CMP	CMP-004	아이디어	<<AI>> 커맨드 팔레트가 동작할 앱·윈도우·상태 범위를 설정하거나 토글합니다(예: Voyager 포그라운드일 때만 활성화).	-	TBD	TBD
<<AI>> Toggle Experimental Commands Visibility	CMP-004-toggle_experimental_commands_visibility	command	Configure Command Palette	CMP	CMP-004	아이디어	<<AI>> 실험적/베타 명령의 커맨드 팔레트 노출 여부를 on/off 합니다.	-	TBD	TBD
<<AI>> Reset Command Palette Settings	CMP-004-reset_command_palette_settings	command	Configure Command Palette	CMP	CMP-004	아이디어	<<AI>> 커맨드 팔레트 관련 사용자 설정을 모두 초기화하고 기본값으로 되돌립니다.	-	TBD	TBD
Parse Natural-Language Command	CMP-005-parse_natural_language_command	background	Process Natural-Language Commands	CMP	CMP-005	아이디어	<<AI>> 커맨드 팔레트 입력란에 입력된 자연어 문장을 명령·대상·옵션 후보 구조로 파싱합니다.	-	TBD	TBD
Match Parsed Command to Existing Actions	CMP-005-match_parsed_command_to_existing_actions	background	Process Natural-Language Commands	CMP	CMP-005	아이디어	<<AI>> 파싱된 자연어 구조를 기반으로 기존 FEATURE의 인터랙션들 중 가장 적합한 명령 조합을 찾습니다.	-	TBD	TBD
Build Command Arguments from Text	CMP-005-build_command_arguments_from_text	background	Process Natural-Language Commands	CMP	CMP-005	아이디어	<<AI>> 자연어에서 기간·경로·형식 등 파라미터를 추출해 대상 인터랙션 실행에 필요한 인자를 구성합니다.	-	TBD	TBD
Route Unmatched Request to Chat	CMP-005-route_unmatched_request_to_chat	background	Process Natural-Language Commands	CMP	CMP-005	아이디어	<<AI>> 적절한 명령 조합을 찾지 못한 자연어 요청을 새로운 채팅 세션으로 넘기고 초기 메시지를 구성합니다.	-	TBD	TBD
Quick Look Directory Entries	MFB-001-quick_look_directory_entries	display	Enhance Quick Look Preview	MFB	MFB-001	드래프트	<<AI>> 디렉토리 선택 시 내부 엔트리의 썸네일/리스트를 빠르게 미리보기로 표시합니다.	-	TBD	TBD
Quick Look Archive Entries	MFB-001-quick_look_archive_entries	display	Enhance Quick Look Preview	MFB	MFB-001	드래프트	<<AI>> 아카이브(예: zip) 내부 파일 구조를 미리보기로 표시합니다.	-	TBD	TBD
Hightlght Code Syntax in Quick Look	MFB-001-hightlght_code_syntax_in_quick_look	display	Enhance Quick Look Preview	MFB	MFB-001	드래프트	<<AI>> 코드 파일 미리보기에서 언어 감지 후 문법 하이라이트를 적용합니다.	-	TBD	TBD
Format Structued File Privew in Quick Look	MFB-001-format_structued_file_privew_in_quick_look	display	Enhance Quick Look Preview	MFB	MFB-001	드래프트	<<AI>> JSON/CSV/Markdown 등 구조화 파일을 포맷하여 가독성 있는 테이블/트리/렌더링으로 표시합니다.	-	TBD	TBD
